Id,Sales
454,8073
455,9743
456,7183
457,7040
458,9276
459,13873
460,5538
461,6252
462,5518
463,6403
464,11967
465,10130
466,9329
467,17208
468,8281
469,16964
470,15098
471,9116
472,7981
473,4267
474,9034
475,6834
476,7562
477,7885
478,10068
479,16699
480,6233
481,8419
482,9814
483,6200
484,10638
485,6914
486,6225
487,9624
488,4184
489,9010
490,9184
491,9951
492,10485
493,11090
494,9970
495,6995
496,10834
497,11353
498,7685
499,7716
500,7364
501,6626
502,15473
503,9654
504,10679
505,7087
506,11162
507,10706
508,11201
509,8130
510,11537
511,7376
512,8548
513,19959
514,7568
515,12823
516,7303
517,7755
518,8027
519,8175
520,5170
521,8340
522,11473
523,15349
524,11966
525,10461
526,11006
527,14510
528,14384
529,11283
530,9561
531,5374
532,10981
533,15364
534,10914
535,8794
536,13528
537,8220
538,4509
539,14009
540,8908
541,9015
542,6598
543,3377
544,17626
545,15112
546,14468
547,6818
548,5101
549,6023
550,6482
551,11632
552,8985
553,9736
554,5927
555,5886
556,9036
557,5417
558,4376
559,9950
560,18197
561,9522
562,20303
563,5754
564,5924
565,8283
566,7202
567,8601
568,6660
569,4680
570,6102
571,10677
572,8531
573,4806
574,11592
575,7826
576,9123
577,7292
578,13399
579,9654
580,12253
581,6455
582,7463
583,5602
584,6487
585,8122
586,17879
587,12025
588,8256
589,8001
590,7250
591,8600
592,5226
593,11333
594,5288
595,18690
596,6268
597,6990
598,6675
599,11417
600,12377
601,6153
602,7701
603,9432
604,8422
605,9969
606,7187
607,5555
608,12554
609,5896
610,4209
611,6686
612,8161
613,6778
614,7698
615,10520
616,11786
617,8259
618,9397
619,7384
620,12074
621,7296
622,6306
623,9636
624,8847
625,6887
626,12025
627,8837
628,11777
629,6769
630,7544
631,7428
632,9461
633,6929
634,7968
635,8541
636,10764
637,12730
638,8103
639,5620
640,15013
641,6889
642,3671
643,13143
644,11956
645,18933
646,6016
647,10460
648,7947
649,5012
650,7509
651,8687
652,10050
653,7979
654,8466
655,11906
656,4576
657,9654
658,7323
659,6615
660,6992
661,7541
662,10711
663,8088
664,8330
665,9455
666,9706
667,11985
668,11554
669,6266
670,9980
671,9063
672,10145
673,11620
674,12593
675,4350
676,9974
677,10087
678,11960
679,11868
680,7144
681,4833
682,13979
683,10439
684,10159
685,7633
686,7542
687,10471
688,5107
689,7729
690,7070
691,9780
692,7496
693,8040
694,10257
695,6695
696,14308
697,14464
698,18308
699,11449
700,5849
701,8547
702,6268
703,3648
704,12620
705,12450
706,7797
707,13989
708,7224
709,10489
710,6278
711,7799
712,7421
713,12233
714,7645
715,9547
716,7561
717,7599
718,8763
719,6972
720,11260
721,9969
722,9349
723,12047
724,8328
725,7294
726,13962
727,6345
728,6996
729,14730
730,8831
731,10773
732,10919
733,16625
734,6829
735,7530
736,5942
737,10548
738,9504
739,12150
740,10085
741,11253
742,10460
743,5085
744,8663
745,8363
746,9082
747,10708
748,7481
749,6612
750,6395
751,4844
752,7763
753,9303
754,8920
755,12426
756,25280
757,9343
758,6230
759,11253
760,8350
761,12761
762,6647
763,8022
764,5873
765,11679
766,8537
767,8554
768,19274
769,13738
770,6490
771,8556
772,5224
773,6746
774,6759
775,10381
776,6109
777,6226
778,7341
779,8236
780,7834
781,5630
782,7357
783,9281
784,9284
785,10631
786,3797
787,14469
788,18700
789,4205
790,10141
791,11996
792,10181
793,6349
794,4075
795,5258
796,8913
797,5797
798,9268
799,13665
800,6045
801,7460
802,10286
803,6117
804,6532
805,6335
806,10449
807,12640
808,10715
809,10595
810,7548
811,5235
812,7915
813,8544
814,10821
815,8186
816,7067
817,23093
818,7049
819,6554
820,14985
821,11232
822,9974
823,7924
824,9252
825,6003
826,11768
827,17099
828,8019
829,7453
830,8415
831,15152
832,9199
833,6918
834,8150
835,7948
836,7217
837,5481
838,9798
839,5099
840,7818
841,3768
842,23996
843,12775
844,6444
845,5151
846,12705
847,10011
848,10527
849,10829
850,8380
851,6305
852,5722
853,13046
854,5653
855,10423
856,9416
857,9211
858,5540
859,8854
860,8977
861,5338
862,11935
863,13290
864,6690
865,9709
866,9827
867,6462
868,11441
869,7768
870,7064
871,8478
872,9747
873,3871
874,6384
875,6555
876,0
877,8646
878,11254
879,6000
880,10670
881,7396
882,7416
883,5850
884,7661
885,6754
886,6857
887,8902
888,12206
889,6312
890,8467
891,11916
892,10054
893,7179
894,11866
895,12182
896,8763
897,4691
898,8833
899,5952
900,7358
901,8220
902,4897
903,13911
904,7901
905,8157
906,15131
907,8485
908,5618
909,16140
910,8547
911,12944
912,6864
913,11718
914,11972
915,9843
916,6157
917,9099
918,6966
919,8280
920,7788
921,9180
922,8447
923,5812
924,4513
925,9287
926,10359
927,8625
928,12541
929,8331
930,9512
931,5943
932,10845
933,9769
934,9507
935,8941
936,6717
937,8508
938,12268
939,7546
940,10323
941,6526
942,8518
943,8183
944,9714
945,5804
946,5581
947,9247
948,9616
949,6778
950,8212
951,10427
952,7422
953,6877
954,8916
955,6851
956,4833
957,11276
958,4357
959,10708
960,9081
961,8926
962,9370
963,13492
964,12482
965,9958
966,5292
967,10397
968,8724
969,5280
970,2726
971,10400
972,4328
973,10156
974,14826
975,9784
976,9300
977,5849
978,10862
979,8097
980,8487
981,10549
982,9355
983,11368
984,7444
985,11053
986,7051
987,11948
988,5494
989,6732
990,8660
991,6506
992,6919
993,10205
994,6816
995,11075
996,9288
997,6713
998,6533
999,11274
1000,8935
1001,7724
1002,8554
1003,9421
1004,7741
1005,7959
1006,10211
1007,11107
1008,7787
1009,5680
1010,15894
1011,10134
1012,7801
1013,5599
1014,16774
1015,8654
1016,7175
1017,7491
1018,12663
1019,11202
1020,10734
1021,10253
1022,9194
1023,7182
1024,8337
1025,9701
1026,12263
1027,16273
1028,7322
1029,5951
1030,5082
1031,6014
1032,12802
1033,18331
1034,7229
1035,5853
1036,6611
1037,9329
1038,6649
1039,9479
1040,10532
1041,7213
1042,6957
1043,10404
1044,8060
1045,12216
1046,12558
1047,8711
1048,10307
1049,5135
1050,9743
1051,11208
1052,10342
1053,11436
1054,8918
1055,10090
1056,6546
1057,7277
1058,9202
1059,11672
1060,11782
1061,11382
1062,9389
1063,4802
1064,12689
1065,6180
1066,10664
1067,6789
1068,5946
1069,7746
1070,9442
1071,7241
1072,10270
1073,9413
1074,6789
1075,11662
1076,5950
1077,5616
1078,9732
1079,10418
1080,12042
1081,7641
1082,7915
1083,7655
1084,9674
1085,9512
1086,8226
1087,9857
1088,6800
1089,13716
1090,7436
1091,10538
1092,16726
1093,11778
1094,5826
1095,4958
1096,9318
1097,11443
1098,6410
1099,12074
1100,7270
1101,13501
1102,7211
1103,8628
1104,6878
1105,7994
1106,5901
1107,9433
1108,6602
1109,5263
1110,6198
1111,5723
1112,9626
1113,7289
1114,27508
1115,8680
1116,5020
1117,5567
1118,8977
1119,10387
1120,4943
1121,4790
1122,11560
1123,8420
1124,7539
1125,6186
1126,7361
1127,7996
1128,7648
1129,5672
1130,8891
1131,10226
1132,7555
1133,7361
1134,8400
1135,12379
1136,6985
1137,5685
1138,5801
1139,11439
1140,11272
1141,7892
1142,10270
1143,6210
1144,8039
1145,4881
1146,6712
1147,5779
1148,8146
1149,8443
1150,11088
1151,11955
1152,7771
1153,6591
1154,5734
1155,5191
1156,6311
1157,10853
1158,5982
1159,5159
1160,6063
1161,7057
1162,7585
1163,3297
1164,8996
1165,5324
1166,8280
1167,7024
1168,6797
1169,9905
1170,5610
1171,8705
1172,9820
1173,8433
1174,5556
1175,10213
1176,5868
1177,7181
1178,9316
1179,13029
1180,6652
1181,6937
1182,10875
1183,7780
1184,10252
1185,8034
1186,10090
1187,5434
1188,4998
1189,6349
1190,7551
1191,10775
1192,8141
1193,3964
1194,6371
1195,8942
1196,7376
1197,10023
1198,3401
1199,12928
1200,7187
1201,4759
1202,6310
1203,7954
1204,6433
1205,8879
1206,6151
1207,6683
1208,5897
1209,7964
1210,7525
1211,6308
1212,7695
1213,6399
1214,6046
1215,9631
1216,8655
1217,7241
1218,4461
1219,10463
1220,6561
1221,8253
1222,8132
1223,14082
1224,6082
1225,5680
1226,8446
1227,6071
1228,6819
1229,5272
1230,9370
1231,7138
1232,3921
1233,8263
1234,5737
1235,7749
1236,4422
1237,10576
1238,9735
1239,4046
1240,13146
1241,6659
1242,6568
1243,8895
1244,9903
1245,5773
1246,4608
1247,9173
1248,7083
1249,4963
1250,6568
1251,7977
1252,8026
1253,10018
1254,8083
1255,9419
1256,6558
1257,4181
1258,6740
1259,9142
1260,10475
1261,8798
1262,8504
1263,9151
1264,6362
1265,11755
1266,7293
1267,6227
1268,7587
1269,10780
1270,7854
1271,8828
1272,10797
1273,9662
1274,8741
1275,6442
1276,6558
1277,9618
1278,6122
1279,8844
1280,4504
1281,7130
1282,11616
1283,8956
1284,7626
1285,4771
1286,8999
1287,7212
1288,8416
1289,6479
1290,5710
1291,5464
1292,4517
1293,12112
1294,9668
1295,8365
1296,7860
1297,5812
1298,6066
1299,6370
1300,7120
1301,4278
1302,6673
1303,7630
1304,9207
1305,9079
1306,7531
1307,15620
1308,6288
1309,6586
1310,10916
1311,5287
1312,7882
1313,3211
1314,9391
1315,7103
1316,6015
1317,7326
1318,7163
1319,5997
1320,6968
1321,8646
1322,10983
1323,3453
1324,8144
1325,4338
1326,14477
1327,4186
1328,9496
1329,8887
1330,8003
1331,7357
1332,4599
1333,5990
1334,3796
1335,4673
1336,6865
1337,4899
1338,6830
1339,9351
1340,7802
1341,6846
1342,6565
1343,9036
1344,10159
1345,7605
1346,7168
1347,4591
1348,12210
1349,10327
1350,6122
1351,7648
1352,4365
1353,8478
1354,5727
1355,4377
1356,6351
1357,4915
1358,9301
1359,6116
1360,9978
1361,7531
1362,9354
1363,6738
1364,5770
1365,10695
1366,20061
1367,12166
1368,6707
1369,3565
1370,7510
1371,9677
1372,5646
1373,6681
1374,12178
1375,5873
1376,14051
1377,22253
1378,4381
1379,7955
1380,6648
1381,4602
1382,14475
1383,5188
1384,8465
1385,9969
1386,9447
1387,7819
1388,9699
1389,5625
1390,6903
1391,4283
1392,8029
1393,7580
1394,12275
1395,7302
1396,6846
1397,4739
1398,9079
1399,6518
1400,5459
1401,4192
1402,9614
1403,5825
1404,6209
1405,7395
1406,9030
1407,0
1408,6748
1409,7855
1410,7240
1411,7898
1412,8318
1413,8765
1414,9853
1415,8095
1416,6307
1417,4099
1418,7199
1419,7300
1420,6484
1421,5643
1422,3632
1423,9306
1424,8231
1425,11135
1426,7542
1427,6067
1428,8760
1429,6330
1430,4723
1431,10450
1432,6200
1433,8000
1434,7955
1435,16912
1436,7119
1437,6333
1438,7648
1439,7724
1440,9089
1441,6385
1442,8328
1443,4781
1444,7316
1445,4201
1446,6202
1447,4292
1448,11634
1449,6050
1450,16308
1451,15959
1452,6031
1453,7538
1454,5511
1455,6732
1456,5326
1457,13146
1458,8420
1459,10488
1460,5459
1461,7781
1462,5716
1463,10112
1464,8450
1465,7772
1466,7523
1467,7748
1468,6514
1469,7992
1470,9842
1471,7495
1472,9981
1473,11466
1474,7694
1475,7854
1476,7894
1477,10216
1478,6942
1479,6250
1480,8197
1481,8215
1482,4945
1483,12314
1484,6986
1485,9120
1486,7633
1487,9867
1488,5028
1489,7271
1490,11497
1491,8327
1492,9044
1493,8125
1494,4653
1495,14706
1496,10231
1497,9028
1498,19194
1499,11088
1500,7699
1501,8658
1502,10764
1503,10708
1504,12000
1505,11936
1506,6777
1507,6805
1508,6852
1509,8920
1510,3434
1511,14092
1512,6728
1513,7098
1514,6960
1515,9654
1516,8706
1517,6815
1518,8227
1519,6772
1520,5084
1521,7903
1522,4843
1523,6129
1524,9211
1525,6812
1526,10325
1527,10247
1528,8642
1529,7278
1530,7257
1531,12628
1532,7434
1533,6038
1534,5614
1535,5767
1536,13964
1537,4676
1538,11101
1539,7076
1540,3150
1541,5125
1542,12943
1543,7610
1544,6145
1545,10116
1546,10765
1547,13839
1548,7092
1549,11115
1550,3405
1551,6333
1552,7596
1553,6078
1554,6905
1555,6681
1556,6399
1557,5809
1558,5920
1559,12129
1560,9424
1561,5561
1562,4704
1563,8584
1564,11944
1565,13984
1566,6385
1567,6254
1568,12678
1569,7210
1570,9372
1571,7231
1572,6350
1573,7531
1574,10847
1575,4472
1576,4882
1577,5259
1578,6068
1579,10953
1580,9077
1581,8869
1582,14503
1583,9458
1584,12844
1585,12576
1586,8119
1587,6281
1588,4171
1589,7921
1590,5814
1591,7205
1592,6766
1593,7985
1594,14465
1595,4940
1596,6485
1597,9017
1598,7614
1599,8031
1600,6782
1601,5735
1602,9484
1603,2999
1604,10307
1605,8458
1606,8141
1607,8929
1608,10321
1609,9013
1610,6671
1611,8172
1612,9264
1613,6953
1614,6651
1615,7853
1616,6097
1617,12534
1618,9715
1619,7075
1620,6546
1621,7922
1622,9704
1623,8006
1624,6975
1625,9186
1626,5440
1627,6606
1628,17623
1629,6981
1630,10131
1631,7996
1632,7802
1633,7440
1634,6309
1635,4281
1636,6260
1637,10430
1638,14171
1639,10041
1640,9673
1641,13164
1642,10469
1643,12792
1644,8731
1645,8020
1646,5144
1647,11119
1648,13128
1649,9246
1650,9373
1651,10052
1652,8144
1653,3834
1654,13424
1655,8241
1656,8756
1657,7236
1658,3309
1659,14988
1660,12624
1661,14553
1662,8165
1663,4674
1664,4629
1665,5810
1666,6429
1667,9055
1668,8898
1669,5086
1670,5990
1671,7837
1672,4196
1673,3500
1674,7387
1675,14653
1676,7535
1677,18577
1678,4898
1679,6413
1680,6938
1681,5741
1682,5983
1683,6137
1684,4304
1685,3908
1686,8559
1687,7766
1688,4298
1689,11157
1690,7689
1691,6691
1692,4061
1693,12541
1694,8129
1695,8995
1696,5747
1697,7535
1698,4532
1699,5301
1700,5863
1701,16307
1702,11542
1703,7724
1704,6148
1705,5654
1706,6750
1707,5259
1708,12571
1709,4451
1710,14978
1711,5136
1712,6221
1713,7030
1714,10234
1715,9309
1716,5249
1717,7007
1718,8713
1719,7673
1720,9623
1721,5739
1722,4331
1723,13085
1724,4995
1725,4228
1726,6291
1727,7850
1728,6872
1729,7054
1730,10078
1731,8137
1732,7335
1733,8189
1734,7351
1735,9976
1736,5837
1737,5412
1738,7454
1739,8159
1740,6807
1741,12281
1742,7760
1743,7670
1744,7252
1745,7768
1746,5650
1747,7772
1748,6617
1749,8270
1750,7676
1751,9084
1752,11803
1753,7197
1754,4862
1755,10850
1756,6726
1757,3287
1758,8543
1759,10081
1760,15681
1761,5992
1762,6260
1763,6861
1764,3538
1765,7171
1766,7241
1767,8503
1768,7396
1769,8114
1770,9988
1771,3944
1772,6264
1773,5765
1774,5801
1775,7027
1776,6335
1777,8656
1778,7084
1779,6431
1780,9400
1781,10116
1782,9417
1783,9491
1784,5274
1785,8683
1786,8045
1787,8862
1788,10882
1789,9294
1790,5929
1791,9128
1792,7761
1793,8617
1794,9558
1795,6866
1796,4860
1797,13026
1798,8879
1799,10163
1800,7205
1801,8244
1802,9416
1803,4188
1804,7416
1805,5565
1806,9221
1807,7397
1808,7916
1809,9412
1810,7159
1811,9783
1812,11477
1813,15796
1814,9581
1815,5518
1816,7622
1817,6064
1818,2897
1819,10659
1820,9108
1821,7122
1822,10094
1823,6591
1824,10132
1825,5737
1826,7164
1827,7601
1828,9881
1829,6247
1830,7856
1831,6693
1832,5646
1833,9103
1834,6761
1835,8264
1836,8629
1837,8521
1838,10117
1839,7807
1840,6783
1841,12562
1842,5357
1843,6323
1844,11337
1845,6771
1846,9700
1847,10812
1848,14531
1849,5725
1850,6249
1851,7093
1852,6719
1853,9250
1854,10692
1855,8162
1856,9436
1857,9353
1858,4772
1859,8435
1860,9628
1861,7357
1862,9946
1863,5734
1864,5243
1865,5842
1866,4162
1867,6459
1868,8972
1869,8588
1870,11456
1871,18741
1872,7813
1873,5753
1874,9791
1875,7249
1876,9296
1877,5466
1878,6933
1879,5053
1880,11083
1881,7123
1882,6199
1883,14590
1884,11231
1885,6166
1886,8374
1887,4301
1888,6105
1889,5347
1890,10337
1891,5310
1892,5116
1893,6824
1894,8207
1895,7896
1896,4831
1897,6001
1898,7736
1899,6994
1900,8803
1901,3722
1902,10807
1903,16693
1904,4662
1905,7732
1906,9553
1907,9090
1908,5061
1909,3254
1910,4996
1911,9260
1912,5239
1913,7963
1914,9444
1915,6089
1916,8207
1917,8878
1918,6601
1919,5876
1920,6383
1921,9210
1922,9477
1923,9579
1924,10221
1925,6124
1926,4406
1927,6650
1928,7132
1929,10220
1930,7983
1931,4559
1932,22177
1933,6752
1934,6334
1935,14208
1936,7641
1937,9627
1938,6410
1939,6893
1940,5769
1941,8747
1942,15671
1943,5821
1944,7339
1945,7614
1946,13681
1947,7628
1948,6620
1949,6399
1950,6159
1951,6343
1952,4470
1953,8699
1954,4375
1955,8183
1956,2634
1957,20363
1958,9326
1959,4471
1960,5090
1961,11978
1962,7380
1963,9474
1964,9459
1965,6081
1966,6207
1967,5929
1968,12249
1969,5328
1970,8447
1971,8167
1972,9334
1973,6080
1974,8132
1975,8063
1976,4923
1977,9337
1978,9506
1979,5624
1980,7327
1981,8991
1982,6237
1983,11790
1984,6494
1985,7247
1986,7735
1987,8093
1988,3487
1989,5345
1990,5690
1991,0
1992,6242
1993,10647
1994,5861
1995,10195
1996,5571
1997,6491
1998,4643
1999,7000
2000,5942
2001,7652
2002,7957
2003,9304
2004,5466
2005,7745
2006,7924
2007,8735
2008,7358
2009,9205
2010,12002
2011,7445
2012,3833
2013,7219
2014,5803
2015,7285
2016,6713
2017,4022
2018,13759
2019,7178
2020,7357
2021,11907
2022,7864
2023,4911
2024,14894
2025,6757
2026,9869
2027,6701
2028,10626
2029,10140
2030,7603
2031,5463
2032,7245
2033,5722
2034,7770
2035,8149
2036,8874
2037,7210
2038,5127
2039,5276
2040,7307
2041,8677
2042,5818
2043,9686
2044,6658
2045,7468
2046,5720
2047,10249
2048,8221
2049,7312
2050,6482
2051,7361
2052,7722
2053,10837
2054,5708
2055,8303
2056,6323
2057,7311
2058,7478
2059,9129
2060,4911
2061,5041
2062,9367
2063,8450
2064,5957
2065,7790
2066,8117
2067,6240
2068,6592
2069,6615
2070,5416
2071,3894
2072,8711
2073,3789
2074,8117
2075,8959
2076,7241
2077,7332
2078,14728
2079,12407
2080,9098
2081,4733
2082,9761
2083,7794
2084,4464
2085,3110
2086,10337
2087,4327
2088,7032
2089,14235
2090,8483
2091,7347
2092,5389
2093,7265
2094,7147
2095,6995
2096,8286
2097,9593
2098,8991
2099,7767
2100,10849
2101,5630
2102,7226
2103,4591
2104,6146
2105,7167
2106,5237
2107,4350
2108,9095
2109,5506
2110,9614
2111,8551
2112,5890
2113,4694
2114,11158
2115,7840
2116,6418
2117,6428
2118,7268
2119,6412
2120,7081
2121,8441
2122,9402
2123,6457
2124,5390
2125,13334
2126,9227
2127,6391
2128,3647
2129,12686
2130,7517
2131,6088
2132,7371
2133,11834
2134,10141
2135,8020
2136,9427
2137,8021
2138,6348
2139,7590
2140,7378
2141,9271
2142,17357
2143,6257
2144,5735
2145,5189
2146,5854
2147,10949
2148,14554
2149,8002
2150,6189
2151,5685
2152,8187
2153,6901
2154,8861
2155,9822
2156,6868
2157,4996
2158,8834
2159,7011
2160,12042
2161,12353
2162,5449
2163,9505
2164,4909
2165,8373
2166,10769
2167,8886
2168,9142
2169,7504
2170,8042
2171,5125
2172,6945
2173,7404
2174,9728
2175,8660
2176,8173
2177,7165
2178,4779
2179,9652
2180,5147
2181,10072
2182,6979
2183,5025
2184,7384
2185,8867
2186,6093
2187,7739
2188,7648
2189,6419
2190,11007
2191,4143
2192,5024
2193,9973
2194,9720
2195,12809
2196,7135
2197,7795
2198,5347
2199,6748
2200,7836
2201,7626
2202,7293
2203,5424
2204,10435
2205,8530
2206,8657
2207,14999
2208,8776
2209,5664
2210,5275
2211,6139
2212,10324
2213,5708
2214,9270
2215,5303
2216,11520
2217,8455
2218,7030
2219,5989
2220,6062
2221,5560
2222,8198
2223,7187
2224,5520
2225,4459
2226,5263
2227,9652
2228,7491
2229,24395
2230,8405
2231,4782
2232,6402
2233,7610
2234,10514
2235,5899
2236,5275
2237,12074
2238,7029
2239,7776
2240,5524
2241,8378
2242,9236
2243,6648
2244,5412
2245,7583
2246,9471
2247,7179
2248,7833
2249,7182
2250,10728
2251,7337
2252,5551
2253,6319
2254,10362
2255,10527
2256,7298
2257,10318
2258,5547
2259,7564
2260,4551
2261,5982
2262,4869
2263,7028
2264,8658
2265,10634
2266,11962
2267,7442
2268,6595
2269,5617
2270,5004
2271,5673
2272,10932
2273,6960
2274,5649
2275,5341
2276,6955
2277,8051
2278,3646
2279,9691
2280,4946
2281,7538
2282,7584
2283,6451
2284,9177
2285,5924
2286,9048
2287,10245
2288,8200
2289,5228
2290,11136
2291,6760
2292,6820
2293,8667
2294,11569
2295,5356
2296,7050
2297,10662
2298,8626
2299,9962
2300,7258
2301,8806
2302,5366
2303,4605
2304,6804
2305,7476
2306,10030
2307,7865
2308,4125
2309,6674
2310,8388
2311,7589
2312,9641
2313,3922
2314,15367
2315,7719
2316,5021
2317,6078
2318,5605
2319,6658
2320,8107
2321,5813
2322,6917
2323,5952
2324,7718
2325,7776
2326,7216
2327,7446
2328,5431
2329,7123
2330,9512
2331,8527
2332,7126
2333,4565
2334,9870
2335,6896
2336,9141
2337,7017
2338,13273
2339,6335
2340,6045
2341,8068
2342,6949
2343,6441
2344,5812
2345,8992
2346,7326
2347,3444
2348,8980
2349,6359
2350,7697
2351,5197
2352,11446
2353,10007
2354,4410
2355,13322
2356,5794
2357,7140
2358,9482
2359,8866
2360,5036
2361,4325
2362,8237
2363,6988
2364,4025
2365,6673
2366,7397
2367,7450
2368,9281
2369,8700
2370,8425
2371,6380
2372,4514
2373,7100
2374,9111
2375,8627
2376,8597
2377,8011
2378,8326
2379,7745
2380,10648
2381,8007
2382,6099
2383,6790
2384,8778
2385,7025
2386,7704
2387,9831
2388,9854
2389,8563
2390,5276
2391,7147
2392,8089
2393,6066
2394,7309
2395,4785
2396,5502
2397,11193
2398,9102
2399,6189
2400,4545
2401,7774
2402,7750
2403,8413
2404,6921
2405,6158
2406,5170
2407,3391
2408,10766
2409,6692
2410,7719
2411,7358
2412,6256
2413,5130
2414,6310
2415,6429
2416,4459
2417,6792
2418,6979
2419,9138
2420,8941
2421,7253
2422,13896
2423,6620
2424,6319
2425,11287
2426,5449
2427,8248
2428,2986
2429,9121
2430,7013
2431,5103
2432,6672
2433,8083
2434,6606
2435,6581
2436,7229
2437,13042
2438,3187
2439,7171
2440,3555
2441,14796
2442,5551
2443,9220
2444,9752
2445,8595
2446,6564
2447,4892
2448,6236
2449,3251
2450,4881
2451,7003
2452,5367
2453,8130
2454,9341
2455,6330
2456,7320
2457,6040
2458,8064
2459,10081
2460,7529
2461,6757
2462,4495
2463,10223
2464,9860
2465,6135
2466,8216
2467,4497
2468,7529
2469,5584
2470,5152
2471,6978
2472,4000
2473,9151
2474,5896
2475,9914
2476,7474
2477,9700
2478,7892
2479,5009
2480,10474
2481,19230
2482,12456
2483,6461
2484,3734
2485,7179
2486,10851
2487,5837
2488,6497
2489,11963
2490,5532
2491,14225
2492,21041
2493,4540
2494,7049
2495,5494
2496,4876
2497,11502
2498,5646
